time,open,high,low,close,volume
2024-01-01 00:00:00,1.100000984122686,1.100500984122686,1.0995009841226862,1.100000984122686,100
2024-01-01 01:00:00,1.1002399805526928,1.1007399805526927,1.0997399805526928,1.1002399805526928,100
2024-01-01 02:00:00,1.100020670268403,1.100520670268403,1.099520670268403,1.100020670268403,100
2024-01-01 03:00:00,1.0993081967973972,1.0998081967973972,1.0988081967973973,1.0993081967973972,100
2024-01-01 04:00:00,1.09894446016926,1.09944446016926,1.09844446016926,1.09894446016926,100
2024-01-01 05:00:00,1.0981511429252626,1.0986511429252626,1.0976511429252627,1.0981511429252626,100
2024-01-01 06:00:00,1.0981992578073407,1.0986992578073407,1.0976992578073408,1.0981992578073407,100
2024-01-01 07:00:00,1.0992714300037842,1.0997714300037842,1.0987714300037843,1.0992714300037842,100
2024-01-01 08:00:00,1.0988776647889433,1.0993776647889433,1.0983776647889434,1.0988776647889433,100
2024-01-01 09:00:00,1.0983812848690873,1.0988812848690872,1.0978812848690873,1.0983812848690873,100
2024-01-01 10:00:00,1.0987731585092355,1.0992731585092355,1.0982731585092356,1.0987731585092355,100
2024-01-01 11:00:00,1.0990586681157635,1.0995586681157634,1.0985586681157635,1.0990586681157635,100
2024-01-01 12:00:00,1.0991429995149617,1.0996429995149617,1.0986429995149618,1.0991429995149617,100
2024-01-01 13:00:00,1.0983986250791953,1.0988986250791952,1.0978986250791953,1.0983986250791953,100
2024-01-01 14:00:00,1.0983752236212245,1.0988752236212245,1.0978752236212246,1.0983752236212245,100
2024-01-01 15:00:00,1.0989314661767913,1.0994314661767912,1.0984314661767913,1.0989314661767913,100
2024-01-01 16:00:00,1.0978560945389633,1.0983560945389632,1.0973560945389633,1.0978560945389633,100
2024-01-01 17:00:00,1.097490001930131,1.097990001930131,1.096990001930131,1.097490001930131,100
2024-01-01 18:00:00,1.0959690237382904,1.0964690237382904,1.0954690237382905,1.0959690237382904,100
2024-01-01 19:00:00,1.0949373935464624,1.0954373935464623,1.0944373935464624,1.0949373935464624,100
2024-01-01 20:00:00,1.093464005516229,1.093964005516229,1.092964005516229,1.093464005516229,100
2024-01-01 21:00:00,1.0932759326113692,1.0937759326113692,1.0927759326113693,1.0932759326113692,100
